,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner_team,goal_difference
29189,2007-09-11,Saudi Arabia,Ghana,5,0,Friendly,Riyadh,Saudi Arabia,False,Saudi Arabia,5
29190,2007-09-11,Switzerland,Japan,3,4,Friendly,Klagenfurt,Austria,True,Japan,1
29191,2007-09-12,Albania,Netherlands,0,1,UEFA Euro qualification,Tirana,Albania,False,Netherlands,1
29192,2007-09-12,Andorra,Croatia,0,6,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,Croatia,6
29193,2007-09-12,Azerbaijan,Georgia,1,1,Friendly,Baku,Azerbaijan,False,Draw,0
29194,2007-09-12,Bosnia-Herzegovina,Moldova,0,1,UEFA Euro qualification,Sarajevo,Bosnia-Herzegovina,False,Moldova,1
29195,2007-09-12,Bulgaria,Luxembourg,3,0,UEFA Euro qualification,Sofia,Bulgaria,False,Bulgaria,3
29196,2007-09-12,Canada,Costa Rica,1,1,Friendly,Toronto,Canada,False,Draw,0
29197,2007-09-12,Colombia,Paraguay,1,0,Friendly,Bogotá,Colombia,False,Colombia,1
29198,2007-09-12,Cyprus,San Marino,3,0,UEFA Euro qualification,Nicosia,Cyprus,False,Cyprus,3
29199,2007-09-12,Czech Republic,Ireland,1,0,UEFA Euro qualification,Prague,Czech Republic,False,Czech Republic,1
29200,2007-09-12,Denmark,Liechtenstein,4,0,UEFA Euro qualification,Århus,Denmark,False,Denmark,4
29201,2007-09-12,England,Russia,3,0,UEFA Euro qualification,London,England,False,England,3
29202,2007-09-12,Finland,Poland,0,0,UEFA Euro qualification,Helsinki,Finland,False,Draw,0
29203,2007-09-12,France,Scotland,0,1,UEFA Euro qualification,Paris,France,False,Scotland,1
29204,2007-09-12,Germany,Romania,3,1,Friendly,Cologne,Germany,False,Germany,2
29205,2007-09-12,Honduras,Ecuador,2,1,Friendly,San Pedro Sula,Honduras,False,Honduras,1
29206,2007-09-12,Iceland,Northern Ireland,2,1,UEFA Euro qualification,Reykjavík,Iceland,False,Iceland,1
29207,2007-09-12,Kazakhstan,Belgium,2,2,UEFA Euro qualification,Almaty,Kazakhstan,False,Draw,0
29208,2007-09-12,Lithuania,Faroe Islands,2,1,UEFA Euro qualification,Kaunas,Lithuania,False,Lithuania,1
29209,2007-09-12,Macedonia,Estonia,1,1,UEFA Euro qualification,Skopje,Macedonia,False,Draw,0
29210,2007-09-12,Malta,Armenia,0,1,Friendly,Attard,Malta,False,Armenia,1
29211,2007-09-12,Mexico,Brazil,1,3,Friendly,Foxborough,USA,True,Brazil,2
29212,2007-09-12,Montenegro,Sweden,1,2,Friendly,Podgorica,Montenegro,False,Sweden,1
29213,2007-09-12,Norway,Greece,2,2,UEFA Euro qualification,Oslo,Norway,False,Draw,0
29214,2007-09-12,Peru,Bolivia,2,0,Friendly,Lima,Peru,False,Peru,2
29215,2007-09-12,Portugal,Serbia,1,1,UEFA Euro qualification,Lisbon,Portugal,False,Draw,0
29216,2007-09-12,Singapore,United Arab Emirates,1,1,Friendly,Singapore,Singapore,False,Draw,0
29217,2007-09-12,Slovakia,Wales,2,5,UEFA Euro qualification,Trnava,Slovakia,False,Wales,3
29218,2007-09-12,Slovenia,Belarus,1,0,UEFA Euro qualification,Celje,Slovenia,False,Slovenia,1
29219,2007-09-12,South Africa,Uruguay,0,0,Friendly,Johannesburg,South Africa,False,Draw,0
29220,2007-09-12,Spain,Latvia,2,0,UEFA Euro qualification,Oviedo,Spain,False,Spain,2
29221,2007-09-12,Turkey,Hungary,3,0,UEFA Euro qualification,Istanbul,Turkey,False,Turkey,3
29222,2007-09-12,Ukraine,Italy,1,2,UEFA Euro qualification,Kyïv,Ukraine,False,Italy,1
29223,2007-09-12,Venezuela,Panama,1,1,Friendly,Puerto la Cruz,Venezuela,False,Draw,0
29224,2007-09-17,Qatar,Oman,1,1,Friendly,Doha,Qatar,False,Draw,0
29225,2007-09-23,United Arab Emirates,Lebanon,1,1,Friendly,Dubai,United Arab Emirates,False,Draw,0
29226,2007-09-29,Mozambique,Zambia,0,3,COSAFA Cup,Atteridgeville,South Africa,True,Zambia,3
29227,2007-09-29,South Africa,Botswana,1,0,COSAFA Cup,Atteridgeville,South Africa,False,South Africa,1
29228,2007-10-02,Oman,Maldives,1,0,Friendly,Muscat,Oman,False,Oman,1
29229,2007-10-03,Thailand,United Arab Emirates,1,1,Friendly,Bangkok,Thailand,False,Draw,0
29230,2007-10-04,Bahrain,Singapore,3,1,Friendly,Manama,Bahrain,False,Bahrain,2
29231,2007-10-08,Bangladesh,Tajikistan,1,1,FIFA World Cup qualification,Dhaka,Bangladesh,False,Draw,0
29232,2007-10-08,Lebanon,India,4,1,FIFA World Cup qualification,Sidon,Lebanon,False,Lebanon,3
29233,2007-10-08,Oman,Nepal,2,0,FIFA World Cup qualification,Muscat,Oman,False,Oman,2
29234,2007-10-08,Palestine,Singapore,0,4,FIFA World Cup qualification,Rayyan,Qatar,True,Singapore,4
29235,2007-10-08,Syria,Afghanistan,3,0,FIFA World Cup qualification,Damascus,Syria,False,Syria,3
29236,2007-10-08,Thailand,Macau,6,1,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,5
29237,2007-10-08,Vietnam,United Arab Emirates,0,1,FIFA World Cup qualification,Hanoi,Vietnam,False,United Arab Emirates,1
29238,2007-10-08,Yemen,Maldives,3,0,FIFA World Cup qualification,Sana'a,Yemen,False,Yemen,3
29239,2007-10-11,Cambodia,Turkmenistan,0,1,FIFA World Cup qualification,Phnom Penh,Cambodia,False,Turkmenistan,1
29240,2007-10-12,Sierra Leone,Benin,0,2,African Cup of Nations qualification,Freetown,Sierra Leone,False,Benin,2
29241,2007-10-12,Togo,Mali,0,2,African Cup of Nations qualification,Lomé,Togo,False,Mali,2
29242,2007-10-13,Argentina,Chile,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,2
29243,2007-10-13,Armenia,Serbia,0,0,UEFA Euro qualification,Yerevan,Armenia,False,Draw,0
29244,2007-10-13,Azerbaijan,Portugal,0,2,UEFA Euro qualification,Baku,Azerbaijan,False,Portugal,2
29245,2007-10-13,Belarus,Luxembourg,0,1,UEFA Euro qualification,Homel,Belarus,False,Luxembourg,1
29246,2007-10-13,Belgium,Finland,0,0,UEFA Euro qualification,Brussels,Belgium,False,Draw,0
29247,2007-10-13,Croatia,Israel,1,0,UEFA Euro qualification,Zagreb,Croatia,False,Croatia,1
29248,2007-10-13,Cyprus,Wales,3,1,UEFA Euro qualification,Nicosia,Cyprus,False,Cyprus,2
29249,2007-10-13,Denmark,Spain,1,3,UEFA Euro qualification,Århus,Denmark,False,Spain,2
29250,2007-10-13,Ecuador,Venezuela,0,1,FIFA World Cup qualification,Quito,Ecuador,False,Venezuela,1
29251,2007-10-13,Egypt,Botswana,1,0,African Cup of Nations qualification,Cairo,Egypt,False,Egypt,1
29252,2007-10-13,El Salvador,Costa Rica,2,2,Friendly,San Salvador,El Salvador,False,Draw,0
29253,2007-10-13,England,Estonia,3,0,UEFA Euro qualification,London,England,False,England,3
29254,2007-10-13,Faroe Islands,France,0,6,UEFA Euro qualification,Tórshavn,Faroe Islands,False,France,6
29255,2007-10-13,Greece,Bosnia-Herzegovina,3,2,UEFA Euro qualification,Athens,Greece,False,Greece,1
29256,2007-10-13,Hungary,Malta,2,0,UEFA Euro qualification,Budapest,Hungary,False,Hungary,2
29257,2007-10-13,Iceland,Latvia,2,4,UEFA Euro qualification,Reykjavík,Iceland,False,Latvia,2
29258,2007-10-13,Ireland,Germany,0,0,UEFA Euro qualification,Dublin,Ireland,False,Draw,0
29259,2007-10-13,Italy,Georgia,2,0,UEFA Euro qualification,Genoa,Italy,False,Italy,2
29260,2007-10-13,Liechtenstein,Sweden,0,3,UEFA Euro qualification,Vaduz,Liechtenstein,False,Sweden,3
29261,2007-10-13,Mauritania,Burundi,2,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,Mauritania,1
29262,2007-10-13,Moldova,Turkey,1,1,UEFA Euro qualification,Chişinău,Moldova,False,Draw,0
29263,2007-10-13,Peru,Paraguay,0,0,FIFA World Cup qualification,Lima,Peru,False,Draw,0
29264,2007-10-13,Poland,Kazakhstan,3,1,UEFA Euro qualification,Warsaw,Poland,False,Poland,2
29265,2007-10-13,Romania,Netherlands,1,0,UEFA Euro qualification,Constanţa,Romania,False,Romania,1
29266,2007-10-13,Scotland,Ukraine,3,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,2
29267,2007-10-13,Slovakia,San Marino,7,0,UEFA Euro qualification,Dubnica nad Váhom,Slovakia,False,Slovakia,7
29268,2007-10-13,Slovenia,Albania,0,0,UEFA Euro qualification,Celje,Slovenia,False,Draw,0
29269,2007-10-13,Switzerland,Austria,3,1,Friendly,Zürich,Switzerland,False,Switzerland,2
29270,2007-10-13,Uruguay,Bolivia,5,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,5
29271,2007-10-13,Uzbekistan,Taiwan,9,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Uzbekistan,9
29272,2007-10-14,Colombia,Brazil,0,0,FIFA World Cup qualification,Bogotá,Colombia,False,Draw,0
29273,2007-10-14,Honduras,Panama,1,0,Friendly,Tegucigalpa,Honduras,False,Honduras,1
29274,2007-10-14,Madagascar,Comoros,6,2,FIFA World Cup qualification,Antananarivo,Madagascar,False,Madagascar,4
29275,2007-10-14,Mexico,Nigeria,2,2,Friendly,Ciudad Juárez,Mexico,False,Draw,0
29276,2007-10-14,Senegal,Guinea,3,1,Friendly,Rouen,France,True,Senegal,2
29277,2007-10-15,Macau,Thailand,1,7,FIFA World Cup qualification,Macau,Macau,False,Thailand,6
29278,2007-10-16,Bahrain,Libya,2,0,Friendly,Muharraq,Bahrain,False,Bahrain,2
29279,2007-10-16,Croatia,Slovakia,3,0,Friendly,Rijeka,Croatia,False,Croatia,3
29280,2007-10-16,Qatar,Iraq,3,2,Friendly,Doha,Qatar,False,Qatar,1
29281,2007-10-16,Venezuela,Argentina,0,2,FIFA World Cup qualification,Maracaibo,Venezuela,False,Argentina,2
29282,2007-10-17,Albania,Bulgaria,1,1,UEFA Euro qualification,Tirana,Albania,False,Draw,0
29283,2007-10-17,Austria,Ivory Coast,3,2,Friendly,Innsbruck,Austria,False,Austria,1
29284,2007-10-17,Azerbaijan,Serbia,1,6,UEFA Euro qualification,Baku,Azerbaijan,False,Serbia,5
29285,2007-10-17,Belgium,Armenia,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium,3
29286,2007-10-17,Bolivia,Colombia,0,0,FIFA World Cup qualification,La Paz,Bolivia,False,Draw,0
29287,2007-10-17,Bosnia-Herzegovina,Norway,0,2,UEFA Euro qualification,Sarajevo,Bosnia-Herzegovina,False,Norway,2
29288,2007-10-17,Brazil,Ecuador,5,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,Brazil,5
29289,2007-10-17,Chile,Peru,2,0,FIFA World Cup qualification,Santiago,Chile,False,Chile,2
29290,2007-10-17,Costa Rica,Haiti,1,1,Friendly,San José,Costa Rica,False,Draw,0
29291,2007-10-17,Denmark,Latvia,3,1,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark,2
29292,2007-10-17,El Salvador,Trinidad and Tobago,0,0,Friendly,San Salvador,El Salvador,False,Draw,0
29293,2007-10-17,Estonia,Montenegro,0,1,Friendly,Tallinn,Estonia,False,Montenegro,1
29294,2007-10-17,Fiji,New Zealand,0,2,FIFA World Cup qualification,Lautoka,Fiji,False,New Zealand,2
29295,2007-10-17,Finland,Spain,0,0,Friendly,Helsinki,Finland,False,Draw,0
29296,2007-10-17,France,Lithuania,2,0,UEFA Euro qualification,Nantes,France,False,France,2
29297,2007-10-17,Georgia,Scotland,2,0,UEFA Euro qualification,Tbilisi,Georgia,False,Georgia,2
29298,2007-10-17,Germany,Czech Republic,0,3,UEFA Euro qualification,Munich,Germany,False,Czech Republic,3
29299,2007-10-17,Ireland,Cyprus,1,1,UEFA Euro qualification,Dublin,Ireland,False,Draw,0
29300,2007-10-17,Israel,Belarus,2,1,Friendly,Ramat-Gan,Israel,False,Israel,1
29301,2007-10-17,Italy,South Africa,2,0,Friendly,Siena,Italy,False,Italy,2
29302,2007-10-17,Japan,Egypt,4,1,Friendly,Osaka,Japan,False,Japan,3
29303,2007-10-17,Kazakhstan,Portugal,1,2,UEFA Euro qualification,Almaty,Kazakhstan,False,Portugal,1
29304,2007-10-17,Liechtenstein,Iceland,3,0,UEFA Euro qualification,Vaduz,Liechtenstein,False,Liechtenstein,3
29305,2007-10-17,Luxembourg,Romania,0,2,UEFA Euro qualification,Luxembourg,Luxembourg,False,Romania,2
29306,2007-10-17,Macedonia,Andorra,3,0,UEFA Euro qualification,Skopje,Macedonia,False,Macedonia,3
29307,2007-10-17,Malta,Moldova,2,3,UEFA Euro qualification,Attard,Malta,False,Moldova,1
29308,2007-10-17,Mexico,Guatemala,2,3,Friendly,Los Angeles,USA,True,Guatemala,1
29309,2007-10-17,Morocco,Namibia,2,0,Friendly,Tangier,Morocco,False,Morocco,2
29310,2007-10-17,Netherlands,Slovenia,2,0,UEFA Euro qualification,Eindhoven,Netherlands,False,Netherlands,2
29311,2007-10-17,Paraguay,Uruguay,1,0,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,1
29312,2007-10-17,Poland,Hungary,0,1,Friendly,Łódź,Poland,False,Hungary,1
29313,2007-10-17,Russia,England,2,1,UEFA Euro qualification,Moscow,Russia,False,Russia,1
29314,2007-10-17,San Marino,Wales,1,2,UEFA Euro qualification,Serravalle,San Marino,False,Wales,1
29315,2007-10-17,Sierra Leone,Guinea-Bissau,1,0,FIFA World Cup qualification,Freetown,Sierra Leone,False,Sierra Leone,1
29316,2007-10-17,Sweden,Northern Ireland,1,1,UEFA Euro qualification,Solna,Sweden,False,Draw,0
29317,2007-10-17,Switzerland,USA,0,1,Friendly,Basel,Switzerland,False,USA,1
29318,2007-10-17,Turkey,Greece,0,1,UEFA Euro qualification,Istanbul,Turkey,False,Greece,1
29319,2007-10-17,Ukraine,Faroe Islands,5,0,UEFA Euro qualification,Kyïv,Ukraine,False,Ukraine,5
29320,2007-10-17,United Arab Emirates,Tunisia,0,1,Friendly,Abu Dhabi,United Arab Emirates,False,Tunisia,1
29321,2007-10-18,Kyrgyzstan,Jordan,2,0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,Kyrgyzstan,2
29322,2007-10-21,Bahrain,Malaysia,4,1,FIFA World Cup qualification,Riffa,Bahrain,False,Bahrain,3
29323,2007-10-21,China,Burma,7,0,FIFA World Cup qualification,Foshan,China,False,China,7
29324,2007-10-21,East Timor,Hong Kong,2,3,FIFA World Cup qualification,Gianyar,Indonesia,True,Hong Kong,1
29325,2007-10-21,Mongolia,Korea DPR,1,4,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False,Korea DPR,3
29326,2007-10-21,Sri Lanka,Qatar,0,1,FIFA World Cup qualification,Colombo,Sri Lanka,False,Qatar,1
29327,2007-10-22,Pakistan,Iraq,0,7,FIFA World Cup qualification,Lahore,Pakistan,False,Iraq,7
29328,2007-10-24,South Africa,Zambia,0,0,COSAFA Cup,Bloemfontein,South Africa,False,Draw,0
29329,2007-10-26,Afghanistan,Syria,1,2,FIFA World Cup qualification,Dushanbe,Tajikistan,True,Syria,1
29330,2007-10-28,Burma,China,0,4,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,China,4
29331,2007-10-28,Hong Kong,East Timor,8,1,FIFA World Cup qualification,So Kon Po,Hong Kong,False,Hong Kong,7
29332,2007-10-28,Iraq,Pakistan,0,0,FIFA World Cup qualification,Damascus,Syria,True,Draw,0
29333,2007-10-28,Jordan,Kyrgyzstan,2,0,FIFA World Cup qualification,Amman,Jordan,False,Jordan,2
29334,2007-10-28,Korea DPR,Mongolia,5,1,FIFA World Cup qualification,P'yongyang,Korea DPR,False,Korea DPR,4
29335,2007-10-28,Malaysia,Bahrain,0,0,FIFA World Cup qualification,Shah Alam,Malaysia,False,Draw,0
29336,2007-10-28,Maldives,Yemen,2,0,FIFA World Cup qualification,Malé,Maldives,False,Maldives,2
29337,2007-10-28,Nepal,Oman,0,2,FIFA World Cup qualification,Kathmandu,Nepal,False,Oman,2
29338,2007-10-28,Qatar,Sri Lanka,5,0,FIFA World Cup qualification,Doha,Qatar,False,Qatar,5
29339,2007-10-28,Tajikistan,Bangladesh,5,0,FIFA World Cup qualification,Dushanbe,Tajikistan,False,Tajikistan,5
29340,2007-10-28,Turkmenistan,Cambodia,4,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,Turkmenistan,3
29341,2007-10-28,United Arab Emirates,Vietnam,5,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,5
29342,2007-10-30,India,Lebanon,2,2,FIFA World Cup qualification,Margao,India,False,Draw,0
29343,2007-11-02,Bhutan,Tibet,3,0,Friendly,Gangtok,India,True,Bhutan,3
29344,2007-11-02,Saudi Arabia,Namibia,1,0,Friendly,Riyadh,Saudi Arabia,False,Saudi Arabia,1
29345,2007-11-09,Indonesia,Syria,1,4,FIFA World Cup qualification,Jakarta,Indonesia,False,Syria,3
29346,2007-11-09,Saudi Arabia,Estonia,2,0,Friendly,Jeddah,Saudi Arabia,False,Saudi Arabia,2
29347,2007-11-09,Singapore,Tajikistan,2,0,FIFA World Cup qualification,Singapore,Singapore,False,Singapore,2
29348,2007-11-09,Yemen,Thailand,1,1,FIFA World Cup qualification,Sana'a,Yemen,False,Draw,0
29349,2007-11-10,Hong Kong,Turkmenistan,0,0,FIFA World Cup qualification,So Kon Po,Hong Kong,False,Draw,0
29350,2007-11-11,St. Martin,British Virgin Islands,0,1,Friendly,Marigot,St. Martin,False,British Virgin Islands,1
29351,2007-11-14,French Guyana,Guadeloupe,2,3,Friendly,Cayenne,French Guyana,False,Guadeloupe,1
29352,2007-11-16,Austria,England,0,1,Friendly,Vienna,Austria,False,England,1
29353,2007-11-16,Djibouti,Somalia,1,0,FIFA World Cup qualification,Djibouti,Djibouti,False,Djibouti,1
29354,2007-11-16,France,Morocco,2,2,Friendly,Saint-Denis,France,False,Draw,0
29355,2007-11-16,Qatar,Georgia,1,2,Friendly,Doha,Qatar,False,Georgia,1
29356,2007-11-17,Albania,Belarus,2,4,UEFA Euro qualification,Tirana,Albania,False,Belarus,2
29357,2007-11-17,Andorra,Estonia,0,2,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,Estonia,2
29358,2007-11-17,Angola,Ivory Coast,2,1,Friendly,Melun,France,True,Angola,1
29359,2007-11-17,Argentina,Bolivia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,3
29360,2007-11-17,Australia,Nigeria,1,0,Friendly,London,England,True,Australia,1
29361,2007-11-17,Benin,United Arab Emirates,1,0,Friendly,Accra,Ghana,True,Benin,1
29362,2007-11-17,Bulgaria,Romania,1,0,UEFA Euro qualification,Sofia,Bulgaria,False,Bulgaria,1
29363,2007-11-17,Colombia,Venezuela,1,0,FIFA World Cup qualification,Bogotá,Colombia,False,Colombia,1
29364,2007-11-17,Comoros,Madagascar,0,4,FIFA World Cup qualification,Moroni,Comoros,False,Madagascar,4
29365,2007-11-17,Czech Republic,Slovakia,3,1,UEFA Euro qualification,Prague,Czech Republic,False,Czech Republic,2
29366,2007-11-17,Fiji,New Caledonia,3,3,FIFA World Cup qualification,Ba,Fiji,False,Draw,0
29367,2007-11-17,Finland,Azerbaijan,2,1,UEFA Euro qualification,Helsinki,Finland,False,Finland,1
29368,2007-11-17,Germany,Cyprus,4,0,UEFA Euro qualification,Hanover,Germany,False,Germany,4
29369,2007-11-17,Greece,Malta,5,0,UEFA Euro qualification,Athens,Greece,False,Greece,5
29370,2007-11-17,Guatemala,Honduras,0,1,Friendly,Miami Gardens,USA,True,Honduras,1
29371,2007-11-17,Guinea-Bissau,Sierra Leone,0,0,FIFA World Cup qualification,Bissau,Guinea-Bissau,False,Draw,0
29372,2007-11-17,Israel,Russia,2,1,UEFA Euro qualification,Ramat-Gan,Israel,False,Israel,1
29373,2007-11-17,Latvia,Liechtenstein,4,1,UEFA Euro qualification,Riga,Latvia,False,Latvia,3
29374,2007-11-17,Lithuania,Ukraine,2,0,UEFA Euro qualification,Kaunas,Lithuania,False,Lithuania,2
29375,2007-11-17,Macedonia,Croatia,2,0,UEFA Euro qualification,Skopje,Macedonia,False,Macedonia,2
29376,2007-11-17,Moldova,Hungary,3,0,UEFA Euro qualification,Chişinău,Moldova,False,Moldova,3
29377,2007-11-17,Netherlands,Luxembourg,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands,1
29378,2007-11-17,Northern Ireland,Denmark,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False,Northern Ireland,1
29379,2007-11-17,Norway,Turkey,1,2,UEFA Euro qualification,Oslo,Norway,False,Turkey,1
29380,2007-11-17,Paraguay,Ecuador,5,1,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,4
29381,2007-11-17,Poland,Belgium,2,0,UEFA Euro qualification,Chorzów,Poland,False,Poland,2
29382,2007-11-17,Portugal,Armenia,1,0,UEFA Euro qualification,Leiria,Portugal,False,Portugal,1
29383,2007-11-17,Scotland,Italy,1,2,UEFA Euro qualification,Glasgow,Scotland,False,Italy,1
29384,2007-11-17,Senegal,Mali,3,2,Friendly,Évry/Bondoufle,France,True,Senegal,1
29385,2007-11-17,South Africa,USA,0,1,Friendly,Johannesburg,South Africa,False,USA,1
29386,2007-11-17,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,False,Spain,3
29387,2007-11-17,Tunisia,Namibia,2,0,Friendly,Radès,Tunisia,False,Tunisia,2
29388,2007-11-17,Vanuatu,New Zealand,1,2,FIFA World Cup qualification,Port Vila,Vanuatu,False,New Zealand,1
29389,2007-11-17,Wales,Ireland,2,2,UEFA Euro qualification,Cardiff,Wales,False,Draw,0
29390,2007-11-18,Ghana,Togo,2,0,Friendly,Accra,Ghana,False,Ghana,2
29391,2007-11-18,Jamaica,El Salvador,3,0,Friendly,Kingston,Jamaica,False,Jamaica,3
29392,2007-11-18,Peru,Brazil,1,1,FIFA World Cup qualification,Lima,Peru,False,Draw,0
29393,2007-11-18,St. Kitts and Nevis,Antigua and Barbuda,3,0,Friendly,Basseterre,St. Kitts and Nevis,False,St. Kitts and Nevis,3
29394,2007-11-18,Swaziland,Malawi,0,3,Friendly,Manzini,Swaziland,False,Malawi,3
29395,2007-11-18,Syria,Indonesia,7,0,FIFA World Cup qualification,Damascus,Syria,False,Syria,7
29396,2007-11-18,Tajikistan,Singapore,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan,False,Draw,0
29397,2007-11-18,Thailand,Yemen,1,0,FIFA World Cup qualification,Bangkok,Thailand,False,Thailand,1
29398,2007-11-18,Turkmenistan,Hong Kong,3,0,FIFA World Cup qualification,Ashgabat,Turkmenistan,False,Turkmenistan,3
29399,2007-11-18,Uruguay,Chile,2,2,FIFA World Cup qualification,Montevideo,Uruguay,False,Draw,0
29400,2007-11-20,Algeria,Mali,3,2,Friendly,Rouen,France,True,Algeria,1
29401,2007-11-20,Angola,Guinea,0,3,Friendly,Melun,France,True,Guinea,3
29402,2007-11-20,Colombia,Argentina,2,1,FIFA World Cup qualification,Bogotá,Colombia,False,Colombia,1
29403,2007-11-20,South Africa,Canada,2,0,Friendly,Durban,South Africa,False,South Africa,2
29404,2007-11-20,Switzerland,Nigeria,0,1,Friendly,Zürich,Switzerland,False,Nigeria,1
29405,2007-11-20,Venezuela,Bolivia,5,3,FIFA World Cup qualification,San Cristóbal,Venezuela,False,Venezuela,2
29406,2007-11-21,Andorra,Russia,0,1,UEFA Euro qualification,Sant Julià de Lòria,Andorra,False,Russia,1
29407,2007-11-21,Armenia,Kazakhstan,0,1,UEFA Euro qualification,Yerevan,Armenia,False,Kazakhstan,1
29408,2007-11-21,Austria,Tunisia,0,0,Friendly,Vienna,Austria,False,Draw,0
29409,2007-11-21,Azerbaijan,Belgium,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,Belgium,1
29410,2007-11-21,Belarus,Netherlands,2,1,UEFA Euro qualification,Minsk,Belarus,False,Belarus,1
29411,2007-11-21,Brazil,Uruguay,2,1,FIFA World Cup qualification,São Paulo,Brazil,False,Brazil,1
29412,2007-11-21,Chile,Paraguay,0,3,FIFA World Cup qualification,Santiago,Chile,False,Paraguay,3
29413,2007-11-21,Cyprus,Czech Republic,0,2,UEFA Euro qualification,Nicosia,Cyprus,False,Czech Republic,2
29414,2007-11-21,Denmark,Iceland,3,0,UEFA Euro qualification,Copenhagen,Denmark,False,Denmark,3
29415,2007-11-21,Ecuador,Peru,5,1,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,4
29416,2007-11-21,England,Croatia,2,3,UEFA Euro qualification,London,England,False,Croatia,1
29417,2007-11-21,Equatorial Guinea,Niger,1,1,Friendly,Malabo,Equatorial Guinea,False,Draw,0
29418,2007-11-21,Georgia,Lithuania,0,2,UEFA Euro qualification,Tbilisi,Georgia,False,Lithuania,2
29419,2007-11-21,Germany,Wales,0,0,UEFA Euro qualification,Frankfurt am Main,Germany,False,Draw,0
29420,2007-11-21,Ghana,Benin,4,2,Friendly,Accra,Ghana,False,Ghana,2
29421,2007-11-21,Hungary,Greece,1,2,UEFA Euro qualification,Budapest,Hungary,False,Greece,1
29422,2007-11-21,Israel,Macedonia,1,0,UEFA Euro qualification,Ramat-Gan,Israel,False,Israel,1
29423,2007-11-21,Italy,Faroe Islands,3,1,UEFA Euro qualification,Modena,Italy,False,Italy,2
